state,county,food2020,HSgrad2020,unemployed2020,housingProblems2020,singleParent2020,female2020,AUDmortality2014,SUDmortality2014,distress2020,poverty2020
Alabama,Autauga County,13,90,3.6,15,26,51.4,1.45,7.32,14.13,11.2
Alabama,Baldwin County,12,86,3.6,14,24,51.5,2.53,13.3,13.48,8.9
Alabama,Barbour County,22,81,5.2,15,57,47.2,2.72,5.4,16.59,25.5
Alabama,Bibb County,14,84,4,10,29,46.8,1.22,13.03,14.02,17.8
Alabama,Blount County,11,93,3.5,11,29,50.7,1.31,14.38,14.86,13.1
Alabama,Bullock County,25,70,4.7,18,75,45.5,3.05,5.63,15.85,30.8
Alabama,Butler County,21,82,4.8,13,53,53.4,1.61,6.45,16.92,20.6
Alabama,Calhoun County,16,92,4.7,14,40,51.9,1.5,11.51,15.19,14.5
Alabama,Chambers County,18,86,3.9,16,47,52.1,2.35,8.65,15.5,16.3
Alabama,Cherokee County,13,95,3.6,13,24,50.5,1.33,11.15,14.68,14.7
Alabama,Chilton County,13,88,3.6,13,35,50.9,1.15,12.96,15.18,13.9
Alabama,Choctaw County,20,79,5.5,11,48,52.7,2.15,6.68,15.77,20.4
Alabama,Clarke County,23,91,7.5,12,37,52.6,2.38,5.97,16.37,19.5
Alabama,Clay County,15,90,3.9,11,30,51.1,1.95,7.5,15.57,14.2
Alabama,Cleburne County,14,98,4.2,13,25,50.5,1.51,11.37,14.92,14.2
Alabama,Coffee County,14,93,3.9,12,36,50.8,1.43,5.83,14.1,13.9
Alabama,Colbert County,15,92,4.6,14,36,52,1.69,8.31,14.36,14.4
Alabama,Conecuh County,21,80,5.2,13,51,52.1,3.13,10.51,16.98,22.9
Alabama,Coosa County,16,83,4.2,15,40,49.6,3.01,10.27,15.73,17.4
Alabama,Covington County,15,95,4.6,13,36,51.6,2.25,7.12,14.89,17.1
Alabama,Crenshaw County,16,89,4.1,10,41,51.7,3.72,7.56,15.05,16.8
Alabama,Cullman County,12,91,3.3,12,25,50.6,1.37,14.49,14.66,12.5
Alabama,Dale County,16,90,4.2,14,33,50.9,1.81,7.8,15.05,15.5
Alabama,Dallas County,27,86,6.5,21,68,53.8,2.49,6.84,18.03,26.7
Alabama,DeKalb County,12,93,3.8,11,34,50.4,1.75,10.77,16.12,15.2
Alabama,Elmore County,13,86,3.4,11,31,51.7,1.15,6.19,13.83,11.5
Alabama,Escambia County,18,88,4.6,12,46,49.3,4.4,11.19,16.34,20.4
Alabama,Etowah County,15,90,4.1,11,37,51.6,1.49,14.28,15.06,15.6
Alabama,Fayette County,14,92,4.1,12,36,51.2,2.39,16.47,15.31,16.5
Alabama,Franklin County,13,92,3.7,13,42,49.5,1.82,17.26,16.14,17.2
Alabama,Geneva County,15,90,3.9,10,41,51.2,1.54,6.46,15.81,21
Alabama,Greene County,30,78,6.7,19,77,52.8,2.46,6.91,18.46,27.9
Alabama,Hale County,22,91,5.1,17,59,52.4,1.58,6.58,17.03,21.9
Alabama,Henry County,14,98,4.4,11,25,51.8,1.79,6.31,14.83,16.2
Alabama,Houston County,17,91,4,13,42,52,2.25,9.57,15.2,14.8
Alabama,Jackson County,14,90,4.1,11,31,50.9,2.23,10.29,15.8,15.3
Alabama,Jefferson County,18,89,3.7,17,43,52.7,3.71,22.64,14.57,14.4
Alabama,Lamar County,15,94,3.8,11,21,51.1,1.27,9.57,16.12,17.4
Alabama,Lauderdale County,14,94,4.2,13,33,52,2.15,10.38,14.57,13.9
Alabama,Lawrence County,13,88,4.2,11,30,51.3,1.9,13.83,15.35,15.4
Alabama,Lee County,17,91,3.6,19,36,50.8,1.73,5.41,14.72,17.9
Alabama,Limestone County,12,92,3.5,11,26,49.9,1.31,6.71,14.11,10.4
Alabama,Lowndes County,26,91,7.3,19,68,53.2,1.67,4.59,17.01,21.9
Alabama,Macon County,26,80,5.5,20,60,54.5,2.71,7.37,17.06,27.9
Alabama,Madison County,14,93,3.5,12,30,51.1,1.52,6.28,13.88,10.5
Alabama,Marengo County,22,91,5,18,44,53.1,2.08,6.43,16.87,18.3
Alabama,Marion County,13,90,4.1,11,26,50.7,1.02,7.2,15.23,16.8
Alabama,Marshall County,12,92,3.4,14,34,50.6,2.53,13.49,15.81,15.4
Alabama,Mobile County,18,84,4.7,17,44,52.4,3.76,11.82,15.58,17.6
Alabama,Monroe County,24,88,6.2,11,56,52.5,2.31,7.93,17.5,22.5
Alabama,Montgomery County,21,82,4,18,52,52.8,1.62,6.05,14.95,20.4
Alabama,Morgan County,13,90,3.5,13,31,50.7,2.15,11.41,14.41,14.4
Alabama,Perry County,29,93,6.5,18,76,53.2,3.4,9.95,20,30.7
Alabama,Pickens County,19,98,4.6,14,43,50.1,1.44,10.53,16.11,22.7
Alabama,Pike County,21,87,4.5,16,46,51.7,3.62,6.7,15.84,19.7
Alabama,Randolph County,15,92,4,15,39,51.3,1.85,10.04,15.11,17.5
Alabama,Russell County,19,88,4,17,46,52,3.23,9,15.56,20.3
Alabama,Shelby County,12,88,3.5,11,26,50.4,1.42,11.42,12.49,7
Alabama,St. Clair County,9,94,2.9,11,19,51.7,1.76,16.46,13.88,10.5
Alabama,Sumter County,28,77,5.9,23,59,54.3,1.92,5.4,18.15,29.2
Alabama,Talladega County,17,93,4.3,13,46,51.7,1.23,8.97,15.53,16.9
Alabama,Tallapoosa County,17,90,4.2,17,44,51.5,2.09,7.61,15.31,15.2
Alabama,Tuscaloosa County,16,89,3.7,17,38,51.9,2.18,11.74,15.11,14.4
Alabama,Walker County,15,90,4.2,12,32,51.3,2.31,34.68,16.26,16.4
Alabama,Washington County,17,93,5.8,10,40,50.8,2.44,6.37,15.48,17.5
Alabama,Wilcox County,29,83,9.6,13,61,52.4,2.57,6.74,17.19,22.2
Alabama,Winston County,13,93,4.2,10,32,50.7,1.34,11.23,15.7,17.4
Alaska,Aleutians East Borough,13,89,3,13,51,32.5,5.37,5.42,9.16,15.1
Alaska,Aleutians West Census Area,12,91,3.5,19,33,34.5,5.37,5.42,8.29,8.1
Alaska,Anchorage Municipality,12,81,5.5,16,30,49.1,9.8,13.26,9.99,8.3
Alaska,Bethel Census Area,22,62,12.8,60,36,48.5,23.82,6.77,16.69,25.3
Alaska,Bristol Bay Borough,12,85,6.3,15,36,46.6,13.26,14.03,11.68,10.7
Alaska,Denali Borough,15,65,7.8,26,15,44.3,32.94,8.8,10.8,6.4
Alaska,Dillingham Census Area,17,67,8.2,38,40,49.6,31.31,11.04,14.74,18.7
Alaska,Fairbanks North Star Borough,13,74,5.8,24,28,46.1,8.89,8.47,10.13,7.2
Alaska,Haines Borough,13,78,9.5,25,22,50.6,7.47,6.23,10.94,9.6
Alaska,Hoonah-Angoon Census Area,16,91,12.6,20,52,47.3,10.29,5.67,12.52,12.7
Alaska,Juneau City and Borough,10,83,4.4,13,22,49.2,6.73,10.09,9.85,8.1
Alaska,Kenai Peninsula Borough,14,85,7.7,18,24,47.9,7.25,12.52,11.21,10.6
Alaska,Ketchikan Gateway Borough,13,84,6,17,36,49,12.04,10.29,10.51,8.3
Alaska,Kodiak Island Borough,12,86,5.8,22,27,46.8,11,11.45,9.49,7.5
Alaska,Kusilvak Census Area,27,62,19.9,71,51,47.3,23.12,7.53,21.25,27.9
Alaska,Lake and Peninsula Borough,18,,11.6,30,48,48.8,31.31,11.04,14.62,17.6
Alaska,Matanuska-Susitna Borough,13,83,7.6,20,22,48.1,6.03,14.23,10.53,8.7
Alaska,Nome Census Area,21,75,11.6,52,46,47.4,34.31,7.98,15.49,18.8
Alaska,North Slope Borough,14,68,7,43,45,37.8,16.04,5.68,11.2,11.1
Alaska,Northwest Arctic Borough,23,76,14.2,51,48,46,25.62,5.62,15.61,18.5
Alaska,Petersburg Census Area,13,90,8.7,19,34,47.2,12.04,10.29,10.26,7.4
Alaska,Prince of Wales-Hyder Census Area,17,77,10.9,17,38,45.2,12.04,10.29,12.95,15.9
Alaska,Sitka City and Borough,12,87,4.2,17,39,49.1,5.32,9.9,10.47,7.4
Alaska,Skagway Municipality,14,,9.8,10,29,48,10.29,5.67,9.96,3.8
Alaska,Southeast Fairbanks Census Area,15,77,9.6,24,21,44.9,13.65,6.4,10.94,11.7
Alaska,Wrangell City and Borough,14,90,7,13,38,48.2,12.04,10.29,11.63,10.6
Alaska,Yakutat City and Borough,14,,8.2,18,35,44.5,10.29,5.67,11.81,12.4
Alaska,Yukon-Koyukuk Census Area,23,67,15.3,51,54,47,32.94,8.8,15.25,20.5
Arizona,Apache County,24,73,10.1,32,51,50.8,31.53,10.98,18,32.4
Arizona,Cochise County,14,88,5.6,16,36,49.2,3.25,10.59,12.94,14.6
Arizona,Coconino County,18,82,5.5,25,37,50.6,10.45,7.87,13.36,17.2
Arizona,Gila County,17,75,5.9,16,44,50.6,8.03,20.69,14.07,16.7
Arizona,Graham County,15,86,5.1,17,35,46.7,3.97,13.29,13.19,15.2
Arizona,Greenlee County,12,90,4.3,12,34,48.6,3.75,10.39,11.63,8.4
Arizona,La Paz County,15,84,6.2,14,54,48.7,3.27,13.33,13.97,20.8
Arizona,Maricopa County,14,78,4.1,18,34,50.5,3.8,11.7,11.64,11.6
Arizona,Mohave County,17,78,5.8,17,43,49.4,5.06,19.48,14.13,15.3
Arizona,Navajo County,21,78,7.8,25,43,49.9,19.5,16.29,16.41,23.3
Arizona,Pima County,14,73,4.5,20,40,50.8,4.34,16.13,12.44,14.9
Arizona,Pinal County,13,81,5,15,33,47.9,3.56,8.92,12.55,11.1
Arizona,Santa Cruz County,10,90,9.3,23,41,51.7,1.75,6.85,13.96,16.8
Arizona,Yavapai County,15,82,4.5,17,31,51.2,3.81,14.63,12.87,10.8
Arizona,Yuma County,16,89,17,18,31,48.5,3.27,13.33,12.35,15.2
Arkansas,Arkansas County,19,82,3.4,10,42,51.6,1.63,5.18,14.75,17.2
Arkansas,Ashley County,19,90,5.5,12,35,51.3,2.78,8.46,15.39,17.1
Arkansas,Baxter County,14,86,4.1,10,32,51.7,2.93,12.51,13.88,14.4
Arkansas,Benton County,11,90,2.9,11,23,50.3,2.12,7.03,12.35,9.1
Arkansas,Boone County,15,93,3.5,12,27,50.8,1.73,9.54,14.41,14.1
Arkansas,Bradley County,20,90,4.5,18,45,51.3,1.9,4.71,15.62,20.6
Arkansas,Calhoun County,17,92,3.9,12,45,49.6,2.67,5.1,14.99,16.2
Arkansas,Carroll County,12,82,3.2,16,23,50.2,2.23,11.19,14.12,14.1
Arkansas,Chicot County,26,87,6.9,17,52,49.5,2.8,6.35,16.08,26.8
Arkansas,Clark County,20,84,3.8,15,39,52.6,1.35,4.6,14.7,20.1
Arkansas,Clay County,17,93,4.4,13,46,51.1,1.67,7.57,15.38,18.1
Arkansas,Cleburne County,15,92,4.5,11,29,50.8,1.46,7.22,13.71,14.5
Arkansas,Cleveland County,17,96,3.9,8,33,50.4,1.15,3.52,14.29,13.8
Arkansas,Columbia County,22,91,4.8,10,46,51.8,2.29,6.61,15.61,18.3
Arkansas,Conway County,17,86,4.4,14,34,50.9,2.99,10.66,14.43,15.8
Arkansas,Craighead County,17,93,3.1,15,43,51.4,1.52,8.93,14.71,16.8
Arkansas,Crawford County,14,90,3.6,14,32,50.7,2.08,12.76,14.41,14.4
Arkansas,Crittenden County,24,89,4.3,18,53,52.4,3.36,8.13,15.47,22.9
Arkansas,Cross County,19,92,4.2,13,40,51.8,2.75,9.21,15.1,21.2
Arkansas,Dallas County,19,87,4.4,10,40,50.6,2.37,4.16,14.23,19.5
Arkansas,Desha County,26,87,4.5,15,50,52.8,3.24,5.75,17.03,22.8
Arkansas,Drew County,21,88,5,16,27,51.1,2.72,6.62,15.52,18.4
Arkansas,Faulkner County,16,93,3.3,15,27,51.1,2.38,7.16,14.23,12
Arkansas,Franklin County,16,97,3.6,15,17,50,3.01,12.38,15.18,15.3
Arkansas,Fulton County,17,98,4,14,29,50.9,1.96,13.18,15.5,17
Arkansas,Garland County,17,85,4,17,43,51.9,4.93,12.02,14.62,15.7
Arkansas,Grant County,13,89,3.1,13,33,50.6,1.54,5.9,13.42,9.9
Arkansas,Greene County,15,96,3.5,12,36,50.8,2.21,11.33,13.99,17.1
Arkansas,Hempstead County,19,82,3.6,16,41,51.8,1.93,5.68,15.74,18.7
Arkansas,Hot Spring County,16,92,3.8,13,35,47.6,2.4,5.78,13.95,14.9
Arkansas,Howard County,17,97,3.5,12,41,51.9,1.83,7.26,15.97,16.7
Arkansas,Independence County,16,88,4.1,13,37,51.2,1.32,7.14,14.9,15
Arkansas,Izard County,16,97,5.5,13,21,48.1,2.27,12.28,14.26,20.1
Arkansas,Jackson County,20,89,6.2,14,43,50.3,2.19,9.67,15.91,23.1
Arkansas,Jefferson County,25,81,5.3,17,54,50.6,2.4,4.82,15.18,18.9
Arkansas,Johnson County,15,91,4.5,15,30,50.4,1.93,9.33,14.96,17.3
Arkansas,Lafayette County,22,93,5.2,16,47,50.9,2.62,6.18,15.18,19.8
Arkansas,Lawrence County,16,89,3.9,12,32,50.6,1.25,10.14,14.74,19.2
Arkansas,Lee County,26,80,4.8,17,50,43.8,2.46,5.57,15.91,36.8
Arkansas,Lincoln County,19,95,4.3,15,26,38.2,1.57,3.07,13.91,23.6
Arkansas,Little River County,18,85,5.3,8,43,51.8,1.94,7.96,15.21,16.2
Arkansas,Logan County,16,92,4,10,30,50.1,1.92,10.91,14.88,15.8
Arkansas,Lonoke County,14,91,3.2,13,27,50.7,2.16,8.37,12.96,10.9
Arkansas,Madison County,14,88,2.9,11,23,50.1,1.76,6.36,15.1,16.9
Arkansas,Marion County,15,92,4.1,13,33,50.9,2.53,9.61,14.96,19.1
Arkansas,Miller County,20,87,4.8,15,49,50.9,2.84,6.71,14.82,19.2
Arkansas,Mississippi County,23,87,5.7,16,52,51.3,7.1,13.6,15.86,21
Arkansas,Monroe County,24,90,4.3,16,66,53.5,1.75,5.02,16.57,23.8
Arkansas,Montgomery County,15,93,4.8,11,31,50.5,1.85,6.62,14.55,18.8
Arkansas,Nevada County,20,93,3.5,14,47,50.4,1.66,5.81,15.33,19.1
Arkansas,Newton County,14,80,3.4,18,20,49.3,2.2,8.54,14.88,18.7
Arkansas,Ouachita County,23,91,4.7,16,51,52.6,2.72,6.29,16.11,20.5
Arkansas,Perry County,15,91,4.2,8,30,50.6,2.23,7.52,14.36,14.7
Arkansas,Phillips County,30,86,6.1,19,61,53,2.93,6.47,17.67,22.1
Arkansas,Pike County,15,87,4.2,13,30,50,0.85,5.51,14.72,18.6
Arkansas,Poinsett County,18,82,3.8,13,51,51.4,3.94,12.95,15.49,21.2
Arkansas,Polk County,17,90,4.2,17,32,51.3,1.03,9.19,16.24,18.1
Arkansas,Pope County,16,91,4.5,14,30,50.4,3.61,9.66,14.65,14.1
Arkansas,Prairie County,17,88,3.9,12,31,49.7,1.59,5.25,14.43,14.5
Arkansas,Pulaski County,19,80,3.5,16,46,52.2,3.29,7.63,12.89,15.3
Arkansas,Randolph County,17,93,4,13,40,50.6,1.54,10.47,15.16,16.3
Arkansas,Saline County,26,81,5.2,14,59,44.9,2.64,7.79,12.01,8.2
Arkansas,Scott County,12,93,3.1,9,28,51,1.43,8.81,15.18,17.5
Arkansas,Searcy County,15,86,3.7,13,26,49.3,2.3,7.85,14.88,22.3
Arkansas,Sebastian County,15,97,4.3,12,20,49.9,2.43,11.35,15.14,16.8
Arkansas,Sevier County,17,88,3.6,16,35,51.1,1.9,7.93,14.9,16.7
Arkansas,Sharp County,12,92,4.7,17,26,49.7,1.44,11.85,16.76,18.1
Arkansas,St. Francis County,17,98,4.8,14,37,50.7,3.07,5.7,15.64,30.1
Arkansas,Stone County,17,95,4.5,12,33,50.8,1.63,7.9,15.58,20.1
Arkansas,Union County,20,88,5.6,17,42,51.3,7.36,10.78,14.61,16.9
Arkansas,Van Buren County,16,93,5.3,12,31,50.3,2.74,7.77,15.3,16.4
Arkansas,Washington County,14,87,2.6,16,29,50.1,2.14,5.9,14.05,13.2
Arkansas,White County,16,86,4.4,14,29,51.3,2.11,7.62,14.34,14.8
Arkansas,Woodruff County,22,90,4.7,14,41,51.9,2.15,7.59,15.77,22.6
Arkansas,Yell County,13,87,4.2,14,45,49.8,2.08,8.03,15,14.3
California,Alameda County,12,87,3,24,26,50.8,2.33,7.74,9.51,8.6
California,Alpine County,14,,4.6,23,43,46.6,3.63,8.8,13.61,14.3
California,Amador County,12,88,4,19,28,45.6,1.42,16.67,11.27,10.3
California,Butte County,16,85,5,23,32,50.6,3.67,23.95,13.42,17.3
California,Calaveras County,12,90,4,20,38,50.2,1.36,8.48,11.79,11.6
California,Colusa County,12,89,12.9,18,30,48.9,3.17,4.98,12.49,10.3
California,Contra Costa County,10,88,3.2,21,26,51.1,1.72,8.87,10.67,7.2
California,Del Norte County,16,81,5.5,22,34,45.4,6.09,12.79,13.61,18.5
California,El Dorado County,11,89,3.6,19,21,50.1,1.89,15.69,11.26,8.4
California,Fresno County,14,81,7.5,28,41,50.1,4.9,11.31,12.98,17.1
California,Glenn County,13,82,6.5,23,28,49.2,4.79,16.7,12.95,12.4
California,Humboldt County,16,84,3.6,25,39,50.2,10.31,25.4,14.13,15.8
California,Imperial County,14,85,18.1,27,37,48.7,1.46,11.68,13.48,18.1
California,Inyo County,11,40,3.9,17,27,49.7,7.29,10.89,11.82,10.9
California,Kern County,13,86,8,25,36,48.7,3.75,18.26,13.27,18.3
California,Kings County,13,80,7.7,24,36,45,2.08,9.07,12.97,14.5
California,Lake County,16,78,5.2,24,39,50.1,9.55,31.67,13.91,15.9
California,Lassen County,14,86,4.8,16,28,37.8,4.18,15.46,11.73,15.5
California,Los Angeles County,11,82,4.7,33,35,50.7,1.54,5.78,11.07,13.2
California,Madera County,11,83,7,25,32,51.8,3.28,11.65,13.65,14.1
California,Marin County,10,87,2.4,22,24,51.1,2.15,4.97,10.59,6
California,Mariposa County,14,86,5.3,20,31,49,2.34,12.65,12.33,13.3
California,Mendocino County,14,84,3.9,28,42,50.5,5.61,16.03,13.38,14.3
California,Merced County,13,88,8.3,25,37,49.5,2.79,8.89,13.53,16.3
California,Modoc County,16,86,7.5,16,23,50,7.54,16.42,13.54,17.9
California,Mono County,11,36,3.8,14,22,46.9,2.67,4.35,11.38,9
California,Monterey County,10,85,6.3,30,33,49.1,3.13,8.19,12.33,11.6
California,Napa County,8,87,2.9,22,28,50.2,2.66,7.52,10.97,7.9
California,Nevada County,12,50,3.5,21,29,50.9,2.57,12.1,11.77,9.2
California,Orange County,9,89,2.9,27,25,50.6,1.34,7.12,10.23,9
California,Placer County,10,90,3.2,18,20,51.1,2.04,7.26,10.5,6.5
California,Plumas County,16,81,7.5,18,35,50.2,4.06,20.87,12.27,13.5
California,Riverside County,9,89,4.4,26,30,50.2,2.62,10.89,12.61,11.2
California,Sacramento County,14,81,3.8,23,33,51.1,4.58,12.17,11.97,12.5
California,San Benito County,6,90,5.1,24,31,49.9,2.1,6.79,11.37,7.9
California,San Bernardino County,10,83,4,27,36,50.2,4.1,9.09,12.21,14.3
California,San Diego County,11,81,3.3,25,29,49.7,2.88,8.94,10.69,9.5
California,San Francisco County,13,71,2.4,25,25,49,4.35,16.37,9.74,10
California,San Joaquin County,13,82,6,25,33,50.2,2.09,14.21,11.81,13.9
California,San Luis Obispo County,12,92,2.9,22,26,49.3,3.39,8.71,11.73,10.6
California,San Mateo County,8,88,2.2,24,21,50.6,1.4,5.71,9.26,5.5
California,Santa Barbara County,10,87,3.9,29,32,50,3.21,9.37,11.64,10.5
California,Santa Clara County,9,85,2.6,23,22,49.4,1.87,4.63,8.71,6.6
California,Santa Cruz County,11,82,4.9,27,29,50.5,2.77,13.94,11.89,10.7
California,Shasta County,16,87,4.9,22,33,50.9,5.7,19.77,13.25,13.9
California,Sierra County,13,100,6,11,39,49.4,3.49,14.58,12.39,11.5
California,Siskiyou County,17,80,6.7,21,35,50.3,4.85,13.85,13.81,14.3
California,Solano County,13,81,3.9,21,35,50.3,2.26,9.3,10.89,9.3
California,Sonoma County,10,81,2.7,23,30,51.2,3.26,10.14,11.51,7.8
California,Stanislaus County,12,84,6.4,24,32,50.5,2.09,13.07,13.22,13
California,Sutter County,14,83,7.5,21,31,50.2,3.44,8.38,12.06,11.5
California,Tehama County,14,88,5.7,20,35,50.3,3.33,11.31,13.89,13.3
California,Trinity County,17,74,5.7,24,39,48.6,6.58,15.6,14.17,18
California,Tulare County,13,86,9.6,27,36,50,2.08,7.99,15.04,17.1
California,Tuolumne County,14,86,4.6,21,31,48.1,2.12,19.7,11.78,12.1
California,Ventura County,8,86,3.8,24,27,50.5,2.81,9.16,11.37,9.1
California,Yolo County,13,87,4.2,23,26,51.6,3.54,8.33,12.21,14.8
California,Yuba County,15,75,6.4,23,33,49.4,2.54,9.06,12.65,16.3
Colorado,Adams County,8,77,3.5,18,31,49.5,5.09,10.62,11.27,9.4
Colorado,Alamosa County,12,80,4.2,20,21,49.9,8.07,15.8,14.32,16.7
Colorado,Arapahoe County,11,83,3.2,17,28,50.4,5.09,10.62,10.66,7
Colorado,Archuleta County,10,84,3.4,19,21,49.9,3.31,6.17,11.73,9.4
Colorado,Baca County,13,91,1.8,11,22,49.8,2.65,7.98,13.18,16.9
Colorado,Bent County,13,82,3.2,19,32,34.6,6.71,12.15,12.72,26.6
Colorado,Boulder County,11,89,2.8,20,26,49.7,5.09,10.62,10.27,9.5
Colorado,Broomfield County,9,,2.9,12,15,50.3,5.09,10.62,10.01,4.2
Colorado,Chaffee County,10,87,2.7,14,23,47.2,4.06,9.98,11.19,9.6
Colorado,Cheyenne County,10,83,1.8,8,15,49.1,3.44,4.95,11.33,12.3
Colorado,Clear Creek County,10,86,3,10,23,47.2,4.03,8.85,10.04,7.3
Colorado,Conejos County,8,88,4.4,15,27,49.8,5.56,15.13,13.41,17.6
Colorado,Costilla County,9,86,4.3,20,43,48.2,6.19,16.66,14.78,21.8
Colorado,Crowley County,12,91,4.4,18,35,26.8,4.24,7.99,11.9,37.2
Colorado,Custer County,13,93,3.7,25,19,48.4,4.47,8.79,11.83,12.2
Colorado,Delta County,13,84,3.9,19,24,49.9,4.92,10.51,12.61,12.1
Colorado,Denver County,12,70,3.2,19,34,49.8,5.09,10.62,11.01,12.4
Colorado,Dolores County,12,92,2.8,14,45,47.4,3.36,7.28,12.67,12.5
Colorado,Douglas County,7,91,2.9,11,15,50.1,1.62,4.32,9.19,3
Colorado,Eagle County,7,75,2.7,18,22,47,3.96,3.9,10.28,6.4
Colorado,El Paso County,7,87,2.8,14,15,49.5,2.21,5.93,11.62,9.1
Colorado,Elbert County,12,77,3.9,16,27,49.5,5.48,11.38,10.2,4.8
Colorado,Fremont County,13,86,5.2,15,31,42.3,3.8,10.06,11.93,15.2
Colorado,Garfield County,8,84,3.2,21,19,48.9,6.37,6.13,10.72,6.7
Colorado,Gilpin County,8,81,2.5,24,15,47.5,4.42,8.44,10.11,6.6
Colorado,Grand County,12,85,2.7,15,26,46.4,4.09,6.37,11.23,6.8
Colorado,Gunnison County,13,96,2.6,20,30,46.1,5.06,5.12,11.86,9.6
Colorado,Hinsdale County,12,100,2.6,19,30,48.5,2.39,3.49,11.39,7.2
Colorado,Huerfano County,10,87,6.5,16,37,49,5.96,18.25,12.09,19.9
Colorado,Jackson County,9,100,2.6,11,11,48.2,6.71,9.21,11.75,11.6
Colorado,Jefferson County,9,85,3,14,24,50.1,5.09,10.62,10.19,6.1
Colorado,Kiowa County,12,100,1.8,10,30,51.3,2.82,5.59,12.3,12
Colorado,Kit Carson County,10,89,2,11,33,50,2.67,5.7,11.84,10.8
Colorado,La Plata County,9,55,2.6,13,32,46.2,3.95,8.63,11.37,10
Colorado,Lake County,10,80,3,15,21,49.5,3.38,5.49,11.6,10.6
Colorado,Larimer County,12,83,2.8,17,24,50.1,3.44,8.36,10.96,9.9
Colorado,Las Animas County,9,83,4.7,16,30,47.8,4.5,16.8,12.35,16.4
Colorado,Lincoln County,11,81,2.4,13,25,41.6,4.16,6.63,11.25,15.6
Colorado,Logan County,13,87,2.9,14,26,44.1,2.93,7.79,11.71,13.1
Colorado,Mesa County,13,78,4.1,17,33,50.6,10.6,9.05,11.69,11.1
Colorado,Mineral County,10,,2.6,11,37,50.4,2.68,4.6,11.1,8.7
Colorado,Moffat County,11,78,3.7,15,36,48.7,4.35,6.79,11.46,9.9
Colorado,Montezuma County,13,75,4.7,16,32,50.7,4.65,6.08,13.18,12.9
Colorado,Montrose County,12,79,3.7,18,29,50.7,4.75,8.03,12.34,10.4
Colorado,Morgan County,8,82,2.9,15,30,49.5,4.57,7.22,11.66,10.5
Colorado,Otero County,11,92,5,18,40,51,6.31,15.71,13.43,17.6
Colorado,Ouray County,12,97,3.5,19,24,49.4,2.72,5.35,10.99,6.7
Colorado,Park County,9,87,2.9,14,13,47.4,3.1,6.18,10.33,7.8
Colorado,Phillips County,9,81,1.9,18,8,50.7,2.33,6.4,11.05,10.2
Colorado,Pitkin County,11,96,3.8,16,34,48.3,2.31,5.22,10.06,6.4
Colorado,Prowers County,10,95,3.3,14,38,49.7,5.46,8.24,12.64,16.2
Colorado,Pueblo County,11,85,4.9,18,40,50.7,4.76,15.65,13.03,14.1
Colorado,Rio Blanco County,12,95,4.4,12,23,48.9,4.48,6.26,11.31,9.8
Colorado,Rio Grande County,10,85,4.8,17,26,50,4.56,11.86,12.15,13.3
Colorado,Routt County,11,93,2.7,19,18,47.9,4.24,6.09,10.9,6.3
Colorado,Saguache County,11,68,4.6,17,22,49.9,4.69,6.76,14.25,18.6
Colorado,San Juan County,9,,3.1,16,17,44,3.34,6.33,12.16,11.3
Colorado,San Miguel County,12,97,3.5,30,26,46.8,2.75,4.35,10.99,7.6
Colorado,Sedgwick County,13,70,2.6,12,38,50.6,2.44,6.87,12.11,13.2
Colorado,Summit County,10,95,2.2,24,23,45.8,3.43,5.05,10.49,6.1
Colorado,Teller County,10,83,3.7,14,27,49.2,4.84,8.54,10.6,7.3
Colorado,Washington County,11,87,2.4,11,28,48,2.7,4.82,11.49,11.8
Colorado,Weld County,8,85,3,15,23,49.6,5.09,10.62,11.13,8.9
Colorado,Yuma County,11,85,2,9,30,50.2,1.66,3.67,12.03,11.5
Connecticut,Fairfield County,9,90,4,21,26,51.3,2.01,8.23,9.15,8.8
Connecticut,Hartford County,12,84,4.2,17,36,51.4,3.2,13.02,11.09,10.7
Connecticut,Litchfield County,9,89,3.8,15,23,50.6,2.22,13.35,10.32,7.4
Connecticut,Middlesex County,10,96,3.5,14,27,51.3,2.53,11.61,10.47,7.7
Connecticut,New Haven County,12,86,4.4,20,37,51.8,2.64,13.12,11.32,11.2
Connecticut,New London County,11,89,4,15,36,49.9,3.31,12.27,10.53,8
Connecticut,Tolland County,10,91,3.6,13,24,49.9,1.28,8.15,9.9,6.9
Connecticut,Windham County,11,83,4.5,16,36,50.5,1.97,13.51,11.57,10.4
Delaware,Kent County,13,90,4.1,16,40,51.8,2.83,13.14,14.47,13
Delaware,New Castle County,12,88,3.7,14,36,51.5,3.63,13.14,12.79,10.1
Delaware,Sussex County,10,89,3.7,15,37,51.7,2.24,11.62,13.1,11
District of Columbia,District of Columbia,11,72,5.6,21,52,52.6,5.67,12.75,10.83,15
Florida,Alachua County,19,84,3.3,20,35,51.7,3.33,6.94,14.33,17.2
Florida,Baker County,15,81,3.4,12,30,47.4,1.74,11.54,13.99,12.8
Florida,Bay County,16,79,4,17,37,50.4,5.3,12.45,14.72,12.4
Florida,Bradford County,17,81,3.3,15,44,44.8,2.47,11.83,14.85,17.5
Florida,Brevard County,14,86,3.5,15,36,51.1,3.52,15.78,13.89,9.9
Florida,Broward County,14,81,3.4,25,39,51.3,2.52,9.37,13.17,11
Florida,Calhoun County,14,81,4.1,12,38,45.4,3.16,7.28,15.16,20.3
