state,county,food2020,HSgrad2020,unemployed2020,housingProblems2020,singleParent2020,female2020,AUDmortality2014,SUDmortality2014,distress2020,poverty2020
Montana,Silver Bow County,14,86,4,18,34,49.8,7.71,15.1,12.63,13.2
Montana,Stillwater County,9,92,3.4,11,12,48.8,1.8,2.86,10.53,7.8
Montana,Sweet Grass County,10,90,3,14,23,48.9,2.51,3.83,10.75,9.3
Montana,Teton County,11,94,3.4,12,17,50.8,1.94,5.84,11.35,12.4
Montana,Toole County,13,88,2.6,15,21,44.1,3.96,6.31,11.72,15.8
Montana,Treasure County,13,50,3,15,12,49.9,2.56,4.28,12.32,12.5
Montana,Valley County,9,92,3.1,7,25,49.9,3.55,4.7,11.83,13.4
Montana,Wheatland County,14,95,5,14,24,48.5,5.25,5.05,13.09,20.9
Montana,Wibaux County,10,100,3.4,10,34,48.3,5.33,6.43,11.78,11.7
Montana,Yellowstone County,10,86,3.3,14,28,50.8,4.42,4.07,11.6,10.6
Nebraska,Adams County,12,87,2.9,10,26,50.2,1.63,3.42,10.75,10.2
Nebraska,Antelope County,11,95,2.4,10,23,49.7,1.78,3.09,10.9,10.4
Nebraska,Arthur County,14,,5,14,6,50.5,1.82,3.35,10.93,12.3
Nebraska,Banner County,11,,3.4,12,23,52.1,2.2,4.11,10.89,10.1
Nebraska,Blaine County,13,100,4.6,8,6,49.6,1.21,2.75,10.2,13.3
Nebraska,Boone County,10,96,2.2,9,13,49.9,1.41,2.7,10.33,8.7
Nebraska,Box Butte County,11,84,2.8,10,35,50.3,2.08,6.79,10.33,9.5
Nebraska,Boyd County,11,100,3,10,15,49.8,1.65,3.28,10.51,12.9
Nebraska,Brown County,14,92,3.3,13,27,51.2,1.21,3.31,11.81,10.8
Nebraska,Buffalo County,12,88,2.3,11,27,50,1.47,3.9,10.53,9.5
Nebraska,Burt County,12,95,3.3,10,24,50.4,2.61,4.49,11.14,11.5
Nebraska,Butler County,10,92,2.3,11,23,49.4,1.73,2.6,10.11,7.5
Nebraska,Cass County,10,96,3,11,21,49.6,1.41,5.21,9.73,5.9
Nebraska,Cedar County,10,80,2.3,7,13,49.4,2.03,2.36,10.12,8.5
Nebraska,Chase County,9,92,2.2,8,25,50.5,1.76,4.74,10.3,8.2
Nebraska,Cherry County,12,94,2.1,8,29,49.3,1.81,3.5,10.99,11.4
Nebraska,Cheyenne County,11,90,2.8,8,27,49.7,2.7,5.79,10.22,10
Nebraska,Clay County,11,98,3.1,8,24,48.7,2.04,3.19,10.72,9.1
Nebraska,Colfax County,5,88,2.3,13,16,46.7,1.91,2.3,10.66,8.2
Nebraska,Cuming County,10,98,2.5,10,22,49.9,1.31,2.56,10.31,7.9
Nebraska,Custer County,12,97,2.1,10,36,50.2,1.45,3.5,10.74,9.8
Nebraska,Dakota County,10,87,3.5,14,31,49.3,3.41,5.03,10.82,9.9
Nebraska,Dawes County,13,53,2.7,15,32,50.1,3.91,6.77,11.09,14.7
Nebraska,Dawson County,9,95,2.8,14,30,48,2.56,3.91,10.88,8.6
Nebraska,Deuel County,11,82,3,8,23,50.4,1.99,5.71,10.71,10.3
Nebraska,Dixon County,10,95,3,10,21,49.1,3.86,2.99,10.15,7.9
Nebraska,Dodge County,12,87,2.7,10,33,50.4,2.78,4.03,11.18,9.7
Nebraska,Douglas County,13,86,3.1,16,32,50.6,3.64,6.77,11.15,9.8
Nebraska,Dundy County,10,96,2.2,6,28,50,2.1,4.69,11.84,12.2
Nebraska,Fillmore County,11,92,2.5,7,21,50,1.89,3.75,10.32,8.5
Nebraska,Franklin County,12,93,3,8,26,50.8,3.55,4.22,11.11,10.4
Nebraska,Frontier County,11,92,2.5,9,20,48.9,1.53,3.31,10.18,13
Nebraska,Furnas County,12,100,2.6,13,21,50.2,2.12,4.42,11.27,10
Nebraska,Gage County,12,87,3.2,10,24,50.1,2.63,5.04,10.5,8.5
Nebraska,Garden County,11,100,2.3,10,15,47.7,1.86,4.63,10.67,13.9
Nebraska,Garfield County,10,92,2.4,7,21,50.1,1.49,3.37,10.85,11.6
Nebraska,Gosper County,10,86,2.5,4,17,48.7,1.7,3.3,9.5,7.9
Nebraska,Grant County,14,100,2.6,11,8,47.1,1.51,3.46,11.96,9.2
Nebraska,Greeley County,11,93,2.6,8,16,50.8,1.98,2.85,10.64,12.2
Nebraska,Hall County,10,87,3.2,17,40,49.6,3.1,4.18,11.1,11.8
Nebraska,Hamilton County,10,98,2.5,9,18,49.8,1.7,2.75,9.88,6.7
Nebraska,Harlan County,12,100,2.3,7,15,48.2,2.97,4.58,11.09,9.9
Nebraska,Hayes County,11,,2.2,11,9,48.3,1.59,3.41,11.1,14.7
Nebraska,Hitchcock County,13,80,3.4,9,30,49.6,2.53,5.45,11.88,12
Nebraska,Holt County,11,90,2.6,10,17,50,1.14,2.28,10.15,10.9
Nebraska,Hooker County,14,100,3.7,10,20,51.8,1.58,3.82,10.85,7.9
Nebraska,Howard County,11,97,3,10,17,49.3,1.39,2.89,10.18,8.8
Nebraska,Jefferson County,11,93,2.5,7,36,50.5,3.07,5,10.72,9.9
Nebraska,Johnson County,11,90,3.6,12,30,41.2,3.81,6.06,9.97,12.3
Nebraska,Kearney County,11,98,2.1,10,22,50.1,2.45,4.43,10.41,7.6
Nebraska,Keith County,12,93,3,9,35,49.6,2.69,4.61,10.94,11.7
Nebraska,Keya Paha County,11,,2.2,10,8,51.5,1.45,2.65,9.68,17.3
Nebraska,Kimball County,12,89,2.6,9,38,49.8,4.39,7.41,11.57,11
Nebraska,Knox County,12,92,3,9,22,50.5,3.03,3.98,11.22,13.6
Nebraska,Lancaster County,13,84,2.5,14,28,49.8,3.08,5.02,10.03,9.4
Nebraska,Lincoln County,12,91,3,11,25,50.5,2.09,5.47,10.77,9.4
Nebraska,Logan County,12,,2.8,16,1,47.1,1.43,3.06,10.72,9.3
Nebraska,Loup County,11,,3,6,13,49,1.02,2.2,10.21,15.1
Nebraska,Madison County,13,,2.5,13,5,49,1.11,2.23,11.45,10.6
Nebraska,McPherson County,12,92,2.5,13,27,50.5,2,3.77,10.85,13.1
Nebraska,Merrick County,11,97,2.8,7,21,49.9,2.5,4.09,10.6,9.6
Nebraska,Morrill County,10,95,2.7,9,23,48.7,1.89,5.08,11.19,12.5
Nebraska,Nance County,11,88,2.4,6,19,50.3,3.26,5.1,10.75,11.4
Nebraska,Nemaha County,13,94,3.4,11,26,50,3.33,5.78,10.25,11.8
Nebraska,Nuckolls County,12,96,2.6,7,22,50.3,1.78,3.71,11.08,9.8
Nebraska,Otoe County,11,88,2.8,12,27,50.4,2.05,3.87,10.6,8.4
Nebraska,Pawnee County,14,100,2.5,12,27,50.8,2.51,5.2,12.19,12.7
Nebraska,Perkins County,9,97,1.9,9,5,49.1,1.61,4.03,9.3,10
Nebraska,Phelps County,10,94,2.2,8,13,49.9,2.16,3.77,9.89,11.3
Nebraska,Pierce County,10,98,2.6,10,17,49.4,1.7,3.29,9.82,8.2
Nebraska,Platte County,9,92,2.6,12,23,49.3,1.29,2.91,10.09,6.6
Nebraska,Polk County,9,94,2.3,6,20,50.6,1.77,2.87,10.3,7.3
Nebraska,Red Willow County,12,97,2.4,10,26,50.2,2.74,5.03,11.58,9.5
Nebraska,Richardson County,13,93,3,13,32,49.7,2.39,5.14,11.19,9.5
Nebraska,Rock County,11,100,2.4,6,8,49.6,1.14,2.4,10.2,13.3
Nebraska,Saline County,9,87,3,10,22,48.8,1.97,3.16,10.62,8
Nebraska,Sarpy County,10,92,2.7,10,23,50,0.9,3.57,9.56,4.9
Nebraska,Saunders County,10,95,2.7,10,22,49.4,1.08,2.79,9.97,5.7
Nebraska,Scotts Bluff County,10,92,3.2,14,44,51.3,3.9,6.77,12.11,12.4
Nebraska,Seward County,11,95,2.6,10,18,48.9,1.97,3.53,10.02,6.8
Nebraska,Sheridan County,13,94,2.6,10,38,50.9,3.02,5.95,11.96,13.8
Nebraska,Sherman County,11,91,2.6,10,20,50.9,1.38,2.83,10.67,11.4
Nebraska,Sioux County,12,,2.6,12,28,48.7,2.07,3.8,10.91,15.3
Nebraska,Stanton County,10,97,2.5,11,21,49.3,1.29,2.6,10.57,6.9
Nebraska,Thayer County,11,95,2.2,9,20,50.2,1.85,3.69,10.48,9.8
Nebraska,Thomas County,13,,3,12,13,48.6,1.4,3.07,10.61,12.3
Nebraska,Thurston County,19,79,4,20,55,50.6,13.25,7.29,15.58,18.2
Nebraska,Valley County,12,96,2.9,11,15,50.4,1.18,2.89,10.85,11.2
Nebraska,Washington County,11,97,2.8,9,13,49.9,2.03,2.95,9.93,5.3
Nebraska,Wayne County,13,94,2.4,13,20,49.7,1.74,2.26,10.68,9.5
Nebraska,Webster County,11,100,2.8,9,25,50.2,2.71,3.62,10.84,10.2
Nebraska,Wheeler County,10,100,2.5,12,20,48.9,1.28,2.43,10.64,12.4
Nebraska,York County,11,99,2.5,8,22,51,1.67,2.95,10.63,9.3
Nevada,Carson City,13,73,3.9,16,32,49.2,7.99,17.34,13.72,12.5
Nevada,Churchill County,13,83,4.8,20,39,50.1,7.52,15.25,13.29,10.3
Nevada,Clark County,11,88,4.3,16,28,49.7,6.36,16.18,12.14,13.2
Nevada,Douglas County,9,88,3.3,10,27,48.1,3.69,13.36,12.28,8
Nevada,Elko County,11,,4.8,11,25,44.8,2.89,11.04,12.02,11.2
Nevada,Esmeralda County,12,100,2.7,13,20,47.2,5.12,8.04,14.77,14.4
Nevada,Eureka County,8,89,3.4,13,27,47.9,4.25,8.15,12.26,10.3
Nevada,Humboldt County,8,92,3.7,8,44,48.8,3.96,8.73,12.26,9.8
Nevada,Lander County,13,86,4.5,9,16,46.3,6.97,8.3,12.31,9.4
Nevada,Lincoln County,12,84,5.4,16,27,48.9,7.02,11.83,12.62,13.2
Nevada,Lyon County,15,84,5.5,15,65,50.5,4.01,11.57,13.37,10.1
Nevada,Mineral County,14,79,5.7,14,26,48.8,5.8,11.66,15.09,15.4
Nevada,Nye County,11,100,4.1,18,34,35.6,12.12,15.96,13.89,14.2
Nevada,Pershing County,10,91,4.4,9,30,48.8,7.24,25.55,12.08,18.1
Nevada,Storey County,11,84,3.6,20,32,49.6,4.96,8.07,12.26,7.8
Nevada,Washoe County,11,70,3.7,7,28,41.9,2.38,7.42,12.66,10.2
Nevada,White Pine County,12,71,4.7,18,42,48.7,5.88,13.5,12.53,12.3
New Hampshire,Belknap County,9,88,2.5,16,32,50.6,3.98,11.89,11.59,7.4
New Hampshire,Carroll County,9,94,2.5,15,34,50.4,3.34,10.73,12.26,7.5
New Hampshire,Cheshire County,10,89,2.5,17,30,51.1,3.98,9.92,12.22,8.8
New Hampshire,Coos County,11,92,3.2,15,39,47.2,6.62,15.02,12.39,13.1
New Hampshire,Grafton County,10,95,2.1,15,29,50.6,3.95,8.18,12.21,8.6
New Hampshire,Hillsborough County,9,88,2.6,15,28,50.2,5.31,13.41,11.3,7.1
New Hampshire,Merrimack County,9,88,2.2,15,27,50.7,3.82,12.64,11.18,6.7
New Hampshire,Rockingham County,7,93,2.8,13,23,50.4,3.73,11.36,10.82,4.6
New Hampshire,Strafford County,10,86,2.3,18,28,51,4.99,14.51,12.39,8.2
New Hampshire,Sullivan County,9,84,2.1,14,38,50.6,4.25,10.35,12.66,8.9
New Jersey,Atlantic County,13,90,5.9,25,41,51.6,3.37,17.76,13.06,13.8
New Jersey,Bergen County,7,95,3.4,21,19,51.5,1.58,6.09,10.33,6.4
New Jersey,Burlington County,9,93,3.8,16,27,50.7,1.3,10.22,11.83,6
New Jersey,Camden County,12,88,4.6,20,41,51.8,1.49,17.51,12.8,12.4
New Jersey,Cape May County,12,88,8.4,20,27,51.1,3.43,16.27,12.93,9.6
New Jersey,Cumberland County,13,81,6.5,23,50,49,2.63,13.19,14.4,13.1
New Jersey,Essex County,16,87,5.2,29,44,51.9,3.13,11.73,12.26,14.3
New Jersey,Gloucester County,9,93,4.2,16,25,51.3,0.88,14.61,11.84,7
New Jersey,Hudson County,11,85,3.9,29,41,50.2,3.12,7.18,12.34,13.1
New Jersey,Hunterdon County,6,96,3.3,14,14,50.5,1.24,5.52,10.75,4.1
New Jersey,Mercer County,11,90,3.7,19,32,51.1,3.2,8.11,11.55,9.5
New Jersey,Middlesex County,8,90,3.6,21,25,50.7,2.3,8.87,10.81,7.4
New Jersey,Monmouth County,8,94,3.7,20,22,51.4,1.69,11.21,11.85,5.9
New Jersey,Morris County,6,95,3.3,16,15,50.9,2.09,6.58,10.29,4.7
New Jersey,Ocean County,9,91,4.3,20,19,51.7,1.65,15.8,12.76,10.5
New Jersey,Passaic County,10,90,5.1,31,38,51.2,2.71,10.11,13.2,16.9
New Jersey,Salem County,13,87,5.4,18,39,50.9,1.75,15.33,14.11,12.2
New Jersey,Somerset County,6,94,3.4,16,17,51.1,2.04,6.04,10.48,4.8
New Jersey,Sussex County,7,95,4,16,19,50.3,2.71,8.41,11.14,5.4
New Jersey,Union County,9,88,4.3,26,34,51.2,2.06,7.13,12.2,9.2
New Jersey,Warren County,9,93,3.8,16,25,51,2.69,8.82,12.28,7.3
New Mexico,Bernalillo County,15,68,4.5,19,40,50.9,9.07,20.91,13.8,15.3
New Mexico,Catron County,19,85,6.4,8,49,47.2,4.8,14.03,13.57,22.8
New Mexico,Chaves County,15,67,4.9,16,40,50.4,5.72,18.34,14.37,19.2
New Mexico,Cibola County,20,68,6.3,20,57,48.9,9.17,21.31,17.12,25.1
New Mexico,Colfax County,16,81,4.9,18,50,49.3,5.87,16.46,14.82,17.2
New Mexico,Curry County,18,78,4.1,17,39,48.1,4.7,10.94,14.22,14.9
New Mexico,De Baca County,16,88,4.6,4,30,50.5,4.96,12.9,14.48,17
New Mexico,Dona Ana County,16,83,5.7,19,38,50.9,4.75,13.03,14.76,20.5
New Mexico,Eddy County,13,75,3.3,13,38,49.7,4.97,22.33,12.37,12.8
New Mexico,Grant County,15,86,4.9,14,41,50.9,7.79,16.14,13.17,20
New Mexico,Guadalupe County,9,87,5.5,6,42,43,10.59,21.37,12.4,22.8
New Mexico,Harding County,17,,5.3,12,30,48.9,3.95,7.6,13.37,15.1
New Mexico,Hidalgo County,15,86,3.8,14,25,50.4,6.85,15.39,14.73,19.8
New Mexico,Lea County,13,86,4.1,14,32,48.6,4.32,14.02,12.98,12.6
New Mexico,Lincoln County,15,82,4.6,19,31,51.2,6.21,18.68,13.24,16.9
New Mexico,Los Alamos County,13,87,3.4,7,14,49.2,3.76,7.81,10.34,3.3
New Mexico,Luna County,21,68,11.9,18,42,49.7,8.21,12.78,15.9,22.3
New Mexico,McKinley County,26,66,7.1,30,54,51.6,22.52,11.42,18.64,32
New Mexico,Mora County,11,73,6.1,20,36,48.9,7.36,17.69,16.92,19.8
New Mexico,Otero County,18,75,4.9,15,35,48.3,7,16.59,13.61,15.5
New Mexico,Quay County,17,70,4.8,7,53,51.2,9.07,19.16,14.78,22
New Mexico,Rio Arriba County,13,73,5.2,14,55,51.1,15.82,57.15,14.85,19.7
New Mexico,Roosevelt County,19,81,4.3,20,35,50,3.32,10.88,15.13,18.2
New Mexico,San Juan County,14,77,5,16,30,51,13.01,23.94,15.32,21.5
New Mexico,San Miguel County,20,67,5.8,17,41,50.5,6.86,15.13,15.35,20.9
New Mexico,Sandoval County,15,73,5.9,20,52,50.5,12.38,13.76,13.23,10.4
New Mexico,Santa Fe County,12,68,4.1,18,41,51.5,6.55,18.27,12.33,12.5
New Mexico,Sierra County,19,85,7.1,15,59,50,10.59,26.11,14.26,22.1
New Mexico,Socorro County,16,69,5.3,14,44,49.8,10.66,21.41,15.1,25.1
New Mexico,Taos County,15,73,6.5,19,45,50.8,9.18,17.55,14.88,18.9
New Mexico,Torrance County,19,79,7.6,22,35,47,9.78,24.24,14.96,21.4
New Mexico,Union County,14,79,3.3,9,42,44.1,5.51,11.52,12.44,19
New Mexico,Valencia County,13,74,5.5,18,37,49.8,9.17,21.31,13.81,15.5
New York,Albany County,12,84,3.7,16,38,51.6,1.48,4.76,12.21,11.3
New York,Allegany County,12,88,5.6,14,34,49.2,2.31,5.92,13.21,15.1
New York,Bronx County,16,68,5.7,39,60,52.9,3.92,15.12,13.76,24.4
New York,Broome County,13,83,4.9,16,36,50.8,2.2,10.24,12.61,18.4
New York,Cattaraugus County,13,85,5.3,15,36,50.4,2.68,5.81,13.56,16.3
New York,Cayuga County,11,83,4.5,12,39,48.8,1.86,6.6,12.15,11.7
New York,Chautauqua County,12,83,5,16,37,50.6,3.82,8.13,13.57,14.8
New York,Chemung County,13,76,4.7,14,38,50.3,2.36,7.74,12.56,14.5
New York,Chenango County,11,85,4.7,14,37,49.9,1.48,7.5,13.05,11.5
New York,Clinton County,12,87,4.4,14,35,48.5,2.1,6.29,12.53,11.1
New York,Columbia County,9,83,3.3,15,36,49.9,1.42,5.72,12.03,10.2
New York,Cortland County,12,88,5.1,14,33,51.1,2.09,6.47,12.47,11.7
New York,Delaware County,12,87,4.8,17,41,49.5,2.19,7.65,12.65,12.8
New York,Dutchess County,9,86,3.7,21,26,50.2,1.9,9.51,11.62,8.3
New York,Erie County,13,84,4.4,15,37,51.6,2.64,9.92,12.56,13.2
New York,Essex County,10,91,4.9,13,36,48.4,2.8,4.86,11.44,10.2
New York,Franklin County,13,86,5.2,13,43,45,1.74,5.13,12.83,15.9
New York,Fulton County,12,78,5.1,14,44,50.2,1.78,5.81,12.98,13.9
New York,Genesee County,11,91,4.2,12,32,50.3,1.02,4.35,12.21,10.2
New York,Greene County,10,87,4.5,18,29,47.7,1.69,6.91,12.03,11.2
New York,Hamilton County,10,96,6.8,16,31,49.9,2.46,4.31,12.36,8.7
New York,Herkimer County,12,85,4.9,11,33,50.5,1.45,3.51,12.99,12.1
New York,Jefferson County,13,86,5.6,14,32,47.4,1.8,5.51,12.34,13.1
New York,Kings County,17,74,4.2,34,36,52.6,3.08,8.5,12.15,17.8
New York,Lewis County,11,92,5.5,12,28,49.3,1.33,3.97,12.62,11.4
New York,Livingston County,11,89,4.3,14,32,49.8,1.67,4.94,12.6,10.3
New York,Madison County,10,86,4.8,12,30,50.7,2.17,7.05,11.91,10.4
New York,Monroe County,12,83,4.3,16,41,51.7,2.86,9.07,12.46,13.9
New York,Montgomery County,12,76,5.1,17,41,50.8,1.29,4.63,13.54,11.9
New York,Nassau County,5,91,3.5,21,19,51.3,1.25,8.29,10.26,5.7
New York,New York County,13,75,3.7,24,40,52.7,3.12,10.69,11.98,16.3
New York,Niagara County,12,85,5.2,13,38,51.3,2.43,9.42,12.63,11.7
New York,Oneida County,12,84,4.4,15,40,50.2,2.11,8.29,12.95,12.4
New York,Onondaga County,12,84,4,15,40,51.8,3.04,9.28,12.84,12.8
New York,Ontario County,9,90,3.9,13,30,51,1.77,5.72,11.6,8.8
New York,Orange County,9,87,3.9,23,23,49.9,1.97,10.87,11.66,10.6
New York,Orleans County,12,89,4.9,15,37,50.1,1.37,4.44,13.21,13.2
New York,Oswego County,13,84,5.5,16,41,49.9,2.32,7.22,13.06,14.2
New York,Otsego County,11,86,4.3,16,30,51.5,1.71,6.54,12.6,12.8
New York,Putnam County,5,93,3.7,18,16,50,1.32,7.39,10.55,5.7
New York,Queens County,11,78,3.6,32,32,51.5,2.3,5.75,10.82,10.3
New York,Rensselaer County,11,86,3.9,14,36,50.6,1.2,3.92,12.12,10.4
New York,Richmond County,9,80,4.1,24,26,51.5,2.96,12.51,11.55,10.6
New York,Rockland County,9,85,3.7,27,16,50.9,1.03,4.87,11.75,14.4
New York,Saratoga County,13,85,5.6,15,36,48.9,0.96,3.16,11.17,6.3
New York,Schenectady County,8,91,3.5,11,24,50.5,1.95,5.38,11.74,10.9
New York,Schoharie County,11,78,4,15,35,51.3,1.51,3.78,12.56,11
New York,Schuyler County,11,83,4.8,15,41,49.8,1.4,5.07,12.98,11.8
New York,Seneca County,11,90,5.1,15,37,50.1,1.79,5.39,12.18,12.1
New York,St. Lawrence County,10,83,3.9,13,26,47.5,1.39,4.92,13.07,14.7
New York,Steuben County,12,86,4.9,12,34,50.2,2.52,7.05,12.77,12.1
New York,Suffolk County,6,90,3.9,23,24,50.8,2.88,11.11,11.27,6.1
New York,Sullivan County,11,78,4.1,19,36,48.5,2.82,15.74,12.38,12.7
New York,Tioga County,10,87,4.4,11,30,50.3,1.42,9.18,12.12,9.3
New York,Tompkins County,13,83,3.6,20,33,50.8,1.52,6.45,12.66,12.4
New York,Ulster County,10,86,3.9,20,34,50.4,1.6,5.8,12.1,12.7
New York,Warren County,10,88,4.6,16,35,50.9,2.14,4.17,11.82,8.9
New York,Washington County,11,80,4.1,15,35,48.2,1.33,3.86,12.32,11.2
New York,Wayne County,10,87,4.2,12,33,50.4,1.72,4.99,12.03,9.7
New York,Westchester County,8,90,3.9,24,25,51.6,0.98,6.74,11.3,7.6
New York,Wyoming County,11,94,4.6,9,31,45.9,1.13,4.1,11.96,9.6
New York,Yates County,10,79,3.8,16,21,51.4,2.02,5.82,12.75,12.9
North Carolina,Alamance County,14,81,3.7,16,39,52.6,2.56,9.5,12.99,15.1
North Carolina,Alexander County,12,85,3.2,14,30,49.1,2.77,14.67,12.65,11.8
North Carolina,Alleghany County,14,92,4.5,13,40,50.5,3.79,13.33,13.97,18.1
North Carolina,Anson County,21,84,4.5,16,41,48,3.23,9.65,14.14,20.7
North Carolina,Ashe County,13,87,3.6,12,34,50.9,3.54,15.79,12.87,14.5
North Carolina,Avery County,12,94,3.6,13,36,45.6,4.1,14.64,12.85,15.8
North Carolina,Beaufort County,16,83,4.6,15,41,52.2,3.3,10.32,13.62,18.1
North Carolina,Bertie County,22,84,4.9,19,56,49.5,2.5,4.65,13.99,22.8
North Carolina,Bladen County,19,90,5.3,21,49,52.3,2.51,13.6,14.4,21.6
North Carolina,Brunswick County,13,84,5.2,16,35,52.2,3.11,19.56,12.27,11.2
North Carolina,Buncombe County,12,88,3,15,28,52.1,3.37,10.02,12.62,13.9
North Carolina,Burke County,14,89,3.6,14,37,50,2.38,20.96,13.17,18.4
North Carolina,Cabarrus County,12,89,3.6,13,30,51.3,2.15,10.13,11.61,8
North Carolina,Caldwell County,13,89,3.8,13,31,50.5,2.71,14.37,13.1,13
North Carolina,Camden County,11,83,3.7,15,39,50.2,1.38,6.18,11.38,7.4
North Carolina,Carteret County,12,85,4.3,15,33,51,3.36,15.6,12.57,9.3
North Carolina,Caswell County,18,84,4.4,15,33,49.2,2.54,9.23,13.21,15.4
North Carolina,Catawba County,12,92,3.5,13,32,51.2,3.04,13.26,12.38,11.6
North Carolina,Chatham County,11,86,3.3,14,31,52.2,1.7,5.74,11.99,9.6
North Carolina,Cherokee County,13,92,4.4,13,31,51.3,3.74,25.29,13.46,15.1
North Carolina,Chowan County,19,89,4.4,20,49,52.4,3.43,7.42,14.11,17.3
North Carolina,Clay County,13,86,4.3,18,26,51.2,3.07,19.43,13.54,16.4
North Carolina,Cleveland County,17,88,4,15,45,51.9,3.31,14.5,13.77,15
North Carolina,Columbus County,19,84,5,16,46,50.5,2.66,15.5,14.28,21.3
North Carolina,Craven County,15,86,4.2,16,35,49.4,2.85,10.4,12.39,13.2
North Carolina,Cumberland County,19,82,5.1,16,41,50.5,2.86,9.51,13.6,18.5
North Carolina,Currituck County,10,87,3.6,14,28,50.5,2.07,7.4,11.64,9.6
North Carolina,Dare County,11,91,5.1,17,27,50.7,3.2,15.06,11.91,8.8
North Carolina,Davidson County,13,87,3.7,15,30,51.1,2.03,15.13,12.93,12
North Carolina,Davie County,11,87,3.4,10,26,51.2,1.65,10.66,12.25,9.6
North Carolina,Duplin County,16,81,4.3,18,44,51.3,2.68,6.15,15.41,18.3
North Carolina,Durham County,17,82,3.5,17,45,52.3,2.16,6.69,12.15,11.7
North Carolina,Edgecombe County,24,77,6.8,21,58,53.8,3.92,9.96,15.24,24.1
North Carolina,Forsyth County,16,84,3.8,16,37,52.6,2.69,10.06,12.97,13
North Carolina,Franklin County,15,86,4,14,32,50.6,2.26,8.28,13.28,12
North Carolina,Gaston County,15,86,3.9,16,37,51.8,2.26,17.51,13.09,11.8
North Carolina,Gates County,15,93,4,15,32,50.5,2.1,4.95,12.24,13.2
North Carolina,Graham County,14,85,5.9,9,26,50,4.68,20.39,14.25,16.6
North Carolina,Granville County,15,81,3.4,15,39,49,2.54,9.46,12.34,15
North Carolina,Greene County,18,95,3.9,18,46,45.4,2.12,6.33,13.83,21.3
North Carolina,Guilford County,17,89,4.1,17,40,52.7,2.79,8.22,12.49,13.3
North Carolina,Halifax County,24,75,6.1,19,56,52,3.94,8.24,15.07,23.9
North Carolina,Harnett County,15,86,4.6,15,33,50.5,3,9.41,13.07,14.4
North Carolina,Haywood County,13,85,3.4,15,31,51.7,3.32,16.74,13.29,13.6
North Carolina,Henderson County,11,91,3.2,13,27,52,3.35,13.03,11.89,11
North Carolina,Hertford County,22,86,5,20,56,50.9,3.26,6.5,14.1,20.7
North Carolina,Hoke County,18,82,5,16,34,50.6,1.61,7.87,14.07,15
North Carolina,Hyde County,18,91,8.3,16,37,45.3,3.04,7.55,12.53,20
North Carolina,Iredell County,12,89,3.6,14,30,50.8,2.01,12.98,12.14,9.7
North Carolina,Jackson County,15,92,4.1,17,39,50.9,4.02,13.35,13.74,16.6
North Carolina,Johnston County,12,92,3.6,13,30,51,1.71,5.92,12.5,11.4
North Carolina,Jones County,19,98,4.2,15,42,51,2.17,7.24,14.29,18.3
North Carolina,Lee County,14,89,4.3,15,40,51.1,3.65,11.1,12.88,15.4
North Carolina,Lenoir County,19,85,4,17,47,52.4,2.96,8.27,14.44,17.2
North Carolina,Lincoln County,12,90,3.4,12,28,50.3,2.1,12.11,12.55,11.9
North Carolina,Macon County,14,85,3.4,12,36,50.1,1.47,10.33,13.24,12.9
North Carolina,Madison County,13,91,3.9,14,29,51.5,3.75,9.45,13.21,14
North Carolina,Martin County,13,87,3.6,14,29,50.7,2.83,12.98,14.43,20.1
North Carolina,McDowell County,19,70,5,14,46,53,4.13,17.55,13.74,15.2
North Carolina,Mecklenburg County,15,85,3.7,16,36,51.9,1.79,6.81,11.88,11
North Carolina,Mitchell County,12,85,4.5,14,26,50.7,2.4,20.44,12.89,14
North Carolina,Montgomery County,15,90,4,16,35,51.2,2.77,9.1,13.69,16
North Carolina,Moore County,13,89,3.8,13,30,51.8,1.99,9.66,12.3,9.3
North Carolina,Nash County,18,83,5.1,15,41,52.1,2.67,8.32,13.07,14.9
North Carolina,New Hanover County,15,86,3.7,19,37,52.3,3.49,13.07,13.17,10.2
North Carolina,Northampton County,23,63,5.1,18,60,51.2,2.97,5.09,14.49,21.7
North Carolina,Onslow County,15,89,4.7,15,28,44.8,2.98,8.46,12.7,12.5
North Carolina,Orange County,13,88,3.3,17,25,52.2,1.49,5.39,11.66,10.3
North Carolina,Pamlico County,14,87,4.1,13,33,49.4,2.56,12.52,12.84,14.7
North Carolina,Pasquotank County,19,83,4.8,20,35,51.1,2.34,7.49,13.14,14
North Carolina,Pender County,13,90,4.1,16,27,50.1,2.17,8.54,12.59,12.3
North Carolina,Perquimans County,17,90,4.8,16,35,51.9,1.73,6.99,13.68,14.4
North Carolina,Person County,16,87,4.1,17,46,51.6,2.56,8.98,13.38,13.5
North Carolina,Pitt County,20,85,4.2,21,44,53,2.38,8.87,13.6,17.1
North Carolina,Polk County,11,92,3.7,16,23,52,3.72,13.2,12.06,12
North Carolina,Randolph County,12,90,3.7,12,33,50.7,2.24,10.48,13.24,14.2
North Carolina,Richmond County,20,81,5.5,16,55,51,3.24,14.76,14.91,21.5
North Carolina,Robeson County,20,86,5.9,17,50,51.8,3.24,11.59,17.23,26.6
North Carolina,Rockingham County,16,86,4.5,14,41,51.8,3.93,12.58,13.57,13.8
